Date,Price
6/1/2000,2003.45
6/2/2000,2042.79
6/5/2000,2029.5
6/6/2000,2015.98
6/7/2000,2034.91
6/8/2000,2021.56
6/9/2000,2015.03
6/12/2000,1999.92
6/13/2000,2032.58
6/14/2000,2034.19
6/15/2000,2045.52
6/16/2000,2026
6/19/2000,2055.83
6/20/2000,2041.94
6/21/2000,2046.35
6/22/2000,2009.13
6/23/2000,1994.33
6/26/2000,2013.46
6/27/2000,2006.88
6/28/2000,2013.08
6/29/2000,1995.89
6/30/2000,2012.83
7/3/2000,2033.58
7/5/2000,2001.71
7/6/2000,2016.41
7/7/2000,2047.18
7/10/2000,2042.64
7/11/2000,2049.99
7/12/2000,2066.79
7/13/2000,2070.86
7/14/2000,2090.44
7/17/2000,2091.14
7/18/2000,2067.97
7/19/2000,2051.76
7/21/2000,2049.31
7/24/2000,2027.41
7/25/2000,2041.51
7/26/2000,2011.01
7/27/2000,2007.29
7/28/2000,1966.2
7/31/2000,1981.36
8/1/2000,1991.43
8/2/2000,1992.41
8/3/2000,2011.8
8/4/2000,2026.4
8/7/2000,2049.14
8/8/2000,2054.11
8/9/2000,2040.55
8/10/2000,2023.33
8/11/2000,2039.51
8/14/2000,2066.9
8/15/2000,2057.03
8/16/2000,2050.93
8/17/2000,2073.44
8/18/2000,2067.48
8/21/2000,2078.25
8/22/2000,2076.38
8/23/2000,2087.4
8/24/2000,2090.66
8/25/2000,2088.1
8/28/2000,2098.72
8/29/2000,2092.98
8/30/2000,2083.48
8/31/2000,2104.43
9/1/2000,2108.76
9/5/2000,2089.77
9/6/2000,2069.4
9/7/2000,2083.68
9/8/2000,2072.58
9/11/2000,2065.34
9/12/2000,2055.26
9/13/2000,2059.77
9/14/2000,2054.2
9/18/2000,2003.81
9/19/2000,2025.16
9/20/2000,2013.34
9/21/2000,2010.21
9/22/2000,2009.76
9/25/2000,1996.32
9/26/2000,1979.92
9/27/2000,1979.31
9/28/2000,2023.33
9/29/2000,1993.33
10/2/2000,1992.94
10/3/2000,1979.43
10/4/2000,1990.62
10/5/2000,1993.7
10/6/2000,1955.82
10/10/2000,1925.41
10/11/2000,1894.37
10/12/2000,1846.08
10/13/2000,1907.71
10/16/2000,1908.34
10/17/2000,1874.12
10/18/2000,1863.35
10/19/2000,1928.1
10/20/2000,1939.44
10/23/2000,1937.86
10/24/2000,1941.13
10/25/2000,1895.03
10/26/2000,1894.41
10/27/2000,1915.55
10/30/2000,1942.2
10/31/2000,1984.9
11/1/2000,1973.72
11/2/2000,1983.73
11/6/2000,1989.19
11/7/2000,1988.79
11/8/2000,1957.62
11/9/2000,1945.24
11/10/2000,1897.78
11/13/2000,1877.51
11/14/2000,1921.66
11/15/2000,1931.44
11/16/2000,1907.19
11/17/2000,1900.88
11/20/2000,1866.01
11/21/2000,1872.72
11/22/2000,1838
11/24/2000,1865
11/27/2000,1875.01
11/28/2000,1857.3
11/29/2000,1865.89
11/30/2000,1828.42
12/1/2000,1828.81
12/4/2000,1842.36
12/5/2000,1914.09
12/6/2000,1879.58
12/7/2000,1868.63
12/8/2000,1905.29
12/11/2000,1919.65
12/12/2000,1907.1
12/13/2000,1891.93
12/14/2000,1865.45
12/15/2000,1825.42
12/18/2000,1840.18
12/19/2000,1816.36
12/20/2000,1759.62
12/21/2000,1773.71
12/22/2000,1817
12/26/2000,1829.83
12/27/2000,1849.34
12/28/2000,1856.76
12/29/2000,1837.36
1/4/2001,1855.82
1/5/2001,1807.13
1/9/2001,1810.98
1/10/2001,1828.5
1/11/2001,1847.37
1/12/2001,1835.53
1/16/2001,1847.13
1/17/2001,1851.16
1/18/2001,1876.94
1/19/2001,1869.38
1/22/2001,1869.89
1/23/2001,1894.25
1/24/2001,1899.71
1/25/2001,1890.27
1/26/2001,1886.8
1/29/2001,1899.75
1/30/2001,1913.13
1/31/2001,1902.55
2/1/2001,1913.11
2/2/2001,1879.69
2/5/2001,1886.48
2/6/2001,1883.72
2/7/2001,1868.29
2/8/2001,1856.66
2/9/2001,1831.96
2/13/2001,1837.77
2/14/2001,1834.1
2/15/2001,1849.15
2/16/2001,1814.22
2/20/2001,1782.75
2/21/2001,1749.86
2/22/2001,1746.5
2/23/2001,1736.82
2/26/2001,1767.29
2/27/2001,1753.88
2/28/2001,1729.07
3/1/2001,1730.91
3/2/2001,1721.09
3/5/2001,1731.42
3/6/2001,1748.74
3/7/2001,1760.36
3/8/2001,1764.39
3/9/2001,1720.71
3/12/2001,1646.42
3/13/2001,1671.18
3/14/2001,1628.02
3/15/2001,1637.61
3/16/2001,1605.48
3/19/2001,1633.81
3/21/2001,1565.98
3/22/2001,1559.65
3/23/2001,1590.7
3/26/2001,1608.65
3/27/2001,1649.79
3/28/2001,1609.67
3/29/2001,1602.26
3/30/2001,1619.54
4/2/2001,1599.35
4/3/2001,1544.35
4/4/2001,1540.17
4/5/2001,1607.46
4/6/2001,1575.71
4/9/2001,1588.5
4/10/2001,1631.68
4/11/2001,1628.23
4/12/2001,1652.83
4/16/2001,1647.5
4/17/2001,1664.44
4/18/2001,1729.26
4/19/2001,1750.98
4/20/2001,1736.02
4/23/2001,1710.01
4/24/2001,1689.23
4/25/2001,1716.17
4/26/2001,1724.38
4/27/2001,1750.32
5/1/2001,1769.12
5/2/2001,1770.66
5/7/2001,1765.49
5/8/2001,1762.41
5/9/2001,1754.71
5/10/2001,1754.46
5/11/2001,1741.33
5/14/2001,1746.01
5/15/2001,1746.75
5/16/2001,1796.72
5/17/2001,1801.63
5/18/2001,1806.83
5/21/2001,1836.02
5/22/2001,1831.2
5/23/2001,1802.84
5/24/2001,1808.64
5/25/2001,1787.28
5/29/2001,1773.45
5/30/2001,1746.11
5/31/2001,1757.09
6/1/2001,1763.87
6/4/2001,1772.91
6/5/2001,1795.96
6/6/2001,1777.25
6/7/2001,1786.99
6/8/2001,1770.21
6/11/2001,1755.42
6/12/2001,1757.48
6/13/2001,1737.94
6/14/2001,1707.56
6/15/2001,1699.85
6/18/2001,1691.59
6/19/2001,1697.41
6/20/2001,1712.26
6/21/2001,1731.75
6/22/2001,1715.39
6/25/2001,1705.94
6/26/2001,1703.37
6/27/2001,1695.61
6/28/2001,1716.81
6/29/2001,1714.32
7/2/2001,1731.53
7/3/2001,1728.65
7/5/2001,1707.68
7/6/2001,1667.9
7/9/2001,1679.4
7/10/2001,1655.3
7/11/2001,1653.54
7/12/2001,1692.73
7/13/2001,1703.31
7/16/2001,1684.77
7/17/2001,1701.57
7/18/2001,1692.27
7/19/2001,1702.52
7/23/2001,1668.9
7/24/2001,1641.76
7/25/2001,1668.16
7/26/2001,1685.62
7/27/2001,1689.78
7/30/2001,1688.03
7/31/2001,1697.44
8/1/2001,1704.24
8/2/2001,1711.17
8/3/2001,1702.43
8/6/2001,1683.03
8/7/2001,1688.6
8/8/2001,1659.58
8/9/2001,1659.76
8/10/2001,1669.21
8/13/2001,1670.96
8/14/2001,1664.61
8/15/2001,1652.71
8/16/2001,1657.88
8/17/2001,1630.34
8/20/2001,1643.59
8/21/2001,1623.74
8/22/2001,1635.16
8/23/2001,1630.66
8/24/2001,1662.74
8/27/2001,1654.72
8/28/2001,1629.91
8/29/2001,1612.05
8/30/2001,1584.77
8/31/2001,1591.18
9/4/2001,1590.29
9/5/2001,1588.93
9/6/2001,1553.41
9/7/2001,1524.47
9/10/2001,1533.98
9/17/2001,1458.99
9/18/2001,1450.54
9/19/2001,1427.24
9/20/2001,1382.93
9/21/2001,1356.61
9/25/2001,1421.91
9/26/2001,1415.01
9/27/2001,1431.29
9/28/2001,1462.69
10/1/2001,1459.33
10/2/2001,1477.29
10/3/2001,1507.03
10/4/2001,1503.31
10/5/2001,1506.11
10/9/2001,1485.63
10/10/2001,1519.77
10/11/2001,1542.98
10/12/2001,1534.86
10/15/2001,1532.52
10/16/2001,1543.15
10/17/2001,1514.5
10/18/2001,1502.61
10/19/2001,1509.46
10/22/2001,1532.55
10/23/2001,1525.35
10/24/2001,1525.96
10/25/2001,1546.9
10/26/2001,1553.26
10/29/2001,1516.39
10/30/2001,1490.44
10/31/2001,1490.58
11/1/2001,1524.96
11/2/2001,1529.35
11/5/2001,1551.39
11/6/2001,1573.93
11/7/2001,1570.16
11/8/2001,1574.09
11/9/2001,1576.61
11/12/2001,1573.82
11/13/2001,1603.27
11/14/2001,1606.64
11/15/2001,1608.09
11/16/2001,1603.17
11/19/2001,1620.66
11/20/2001,1608.9
11/21/2001,1601.02
11/26/2001,1629.76
11/27/2001,1618.62
11/28/2001,1589.38
11/29/2001,1605.99
11/30/2001,1604.92
12/3/2001,1591.48
12/4/2001,1612.46
12/5/2001,1649
12/6/2001,1644.48
12/7/2001,1632.1
12/10/2001,1606.23
12/11/2001,1601.76
12/12/2001,1602.45
12/13/2001,1577.58
12/14/2001,1582.81
12/17/2001,1598.74
12/18/2001,1610.83
12/19/2001,1620.27
12/20/2001,1606.91
12/21/2001,1613.94
12/26/2001,1620.26
12/27/2001,1631.69
12/28/2001,1637.23
1/4/2002,1653.69
1/7/2002,1642.95
1/8/2002,1637.48
1/9/2002,1629.7
1/10/2002,1631.72
1/11/2002,1616.35
1/15/2002,1617.18
1/16/2002,1591.04
1/17/2002,1607.02
1/18/2002,1591.08
1/22/2002,1579.41
1/23/2002,1591.94
1/24/2002,1597.55
1/25/2002,1599.14
1/28/2002,1598.86
1/29/2002,1553.23
1/30/2002,1571.69
1/31/2002,1595.35
2/1/2002,1584.06
2/4/2002,1544.89
2/5/2002,1538.7
2/6/2002,1529.67
2/7/2002,1525.26
2/8/2002,1547.94
2/12/2002,1563.95
2/13/2002,1580.03
2/14/2002,1577.29
2/15/2002,1559.97
2/19/2002,1530.58
2/20/2002,1551.37
2/21/2002,1527.34
2/22/2002,1539.91
2/25/2002,1567.59
2/26/2002,1567.65
2/27/2002,1569
2/28/2002,1564.59
3/1/2002,1600.02
3/4/2002,1631.25
3/5/2002,1620.37
3/6/2002,1644.2
3/7/2002,1636.86
3/8/2002,1646.44
3/11/2002,1652.04
3/12/2002,1648.28
3/13/2002,1632.46
3/14/2002,1631
3/15/2002,1649.56
3/18/2002,1648.73
3/19/2002,1655.44
3/20/2002,1629.43
3/22/2002,1625.02
3/25/2002,1601.21
3/26/2002,1610.81
3/27/2002,1619.45
3/28/2002,1623.43
4/1/2002,1622.23
4/2/2002,1608.39
4/3/2002,1592.6
4/4/2002,1593.96
4/5/2002,1588.87
4/8/2002,1592.88
4/9/2002,1582.36
4/10/2002,1600.36
4/11/2002,1562.52
4/12/2002,1572.89
4/15/2002,1560.92
4/16/2002,1597.48
4/17/2002,1594.32
4/18/2002,1592.08
4/19/2002,1593.07
4/22/2002,1568.52
4/23/2002,1558.79
4/24/2002,1547.74
4/25/2002,1545.4
4/26/2002,1524.08
4/30/2002,1525
5/1/2002,1538.65
5/2/2002,1536.16
5/7/2002,1486.57
5/8/2002,1542.53
5/9/2002,1520.39
5/10/2002,1494.87
5/13/2002,1522.8
5/14/2002,1555.04
5/15/2002,1546.73
5/16/2002,1556.93
5/17/2002,1569.17
5/20/2002,1548.31
5/21/2002,1531.32
5/22/2002,1540.12
5/23/2002,1555.82
5/24/2002,1537.02
5/28/2002,1523.83
5/29/2002,1514.33
5/30/2002,1510.25
5/31/2002,1513.77
6/3/2002,1476.26
6/4/2002,1476.28
6/5/2002,1489.88
6/6/2002,1460.5
6/7/2002,1458.21
6/10/2002,1462.78
6/11/2002,1438.47
6/12/2002,1448.16
6/13/2002,1433.01
6/14/2002,1429.78
6/17/2002,1470.84
6/18/2002,1472.25
6/19/2002,1447.98
6/20/2002,1428.55
6/21/2002,1404.19
6/24/2002,1409.3
6/25/2002,1385.76
6/26/2002,1382.78
6/27/2002,1407.11
6/28/2002,1405.93
7/1/2002,1375.87
7/2/2002,1346.96
7/3/2002,1355.4
7/5/2002,1405.2
7/8/2002,1388.44
7/9/2002,1354.23
7/10/2002,1308.3
7/11/2002,1318.18
7/12/2002,1309.68
7/15/2002,1304.76
7/16/2002,1280.78
7/17/2002,1287.98
7/18/2002,1253.21
7/19/2002,1205.16
7/22/2002,1165.48
7/23/2002,1133.99
7/24/2002,1199.01
7/25/2002,1192.28
7/26/2002,1212.41
7/29/2002,1278.1
7/30/2002,1283.62
7/31/2002,1296.34
8/1/2002,1258.22
8/2/2002,1229.19
8/5/2002,1187.07
8/6/2002,1222.59
8/7/2002,1247.28
8/8/2002,1288.12
8/9/2002,1292.94
8/12/2002,1286.08
8/13/2002,1258.36
8/14/2002,1309.04
8/15/2002,1324.32
8/16/2002,1322.36
8/19/2002,1353.63
8/20/2002,1334.7
8/21/2002,1351.82
8/22/2002,1370.85
8/23/2002,1339.78
8/26/2002,1349.88
8/27/2002,1331.19
8/28/2002,1307.28
8/30/2002,1304.85
9/3/2002,1250.68
9/4/2002,1273.03
9/5/2002,1252.77
9/6/2002,1273.88
9/9/2002,1286.79
9/10/2002,1296.23
9/11/2002,1296.25
9/12/2002,1264.42
9/13/2002,1268.57
9/17/2002,1245.39
9/18/2002,1239.7
9/19/2002,1202.46
9/20/2002,1205.42
9/24/2002,1168.22
9/25/2002,1197.56
9/26/2002,1219.6
9/27/2002,1180.28
9/30/2002,1163.04
10/1/2002,1209.59
10/2/2002,1181.32
10/3/2002,1168.56
10/4/2002,1142.36
10/7/2002,1120.51
10/8/2002,1139.9
10/9/2002,1108.91
10/10/2002,1147.8
10/11/2002,1192.63
10/15/2002,1258.24
10/16/2002,1228.01
10/17/2002,1255.42
10/18/2002,1262.84
10/21/2002,1284.73
10/22/2002,1271.08
10/23/2002,1279.63
10/24/2002,1260.17
10/25/2002,1281.81
10/28/2002,1271.2
10/29/2002,1259.79
10/30/2002,1272.25
10/31/2002,1265.41
11/1/2002,1287.13
11/5/2002,1307.8
11/6/2002,1320.04
11/7/2002,1290.15
11/8/2002,1278.94
11/11/2002,1252.42
11/12/2002,1262.14
11/13/2002,1261.97
11/14/2002,1293.21
11/15/2002,1301.28
11/18/2002,1287.79
11/19/2002,1282.61
11/20/2002,1307.61
11/21/2002,1335.74
11/22/2002,1331.16
11/25/2002,1334.52
11/26/2002,1306.79
11/27/2002,1343.47
11/29/2002,1339.89
12/2/2002,1337.34
12/3/2002,1317.64
12/4/2002,1313.53
12/5/2002,1297.8
12/6/2002,1305.98
12/9/2002,1277.05
12/10/2002,1294.91
12/11/2002,1295.91
12/12/2002,1291.16
12/13/2002,1273.83
12/16/2002,1303.85
12/17/2002,1293.26
12/18/2002,1276.36
12/19/2002,1266.79
12/20/2002,1283.25
12/24/2002,1278.58
12/26/2002,1274.55
12/27/2002,1254.65
12/30/2002,1260.42
1/6/2003,1331.82
1/7/2003,1323.17
1/8/2003,1304.95
1/9/2003,1330.3
1/10/2003,1330.29
1/14/2003,1336.24
1/15/2003,1317.18
1/16/2003,1312
1/17/2003,1293.63
1/21/2003,1273.31
1/22/2003,1260.16
1/23/2003,1273.04
1/24/2003,1235.84
1/27/2003,1215.86
1/28/2003,1231.74
1/29/2003,1240.31
1/30/2003,1212.23
1/31/2003,1228.14
2/3/2003,1234.78
2/4/2003,1217.4
2/5/2003,1211.04
2/6/2003,1203.58
2/7/2003,1191.46
2/10/2003,1200.51
2/12/2003,1176.15
2/13/2003,1174.43
2/14/2003,1199.61
2/18/2003,1223.11
2/19/2003,1214.66
2/20/2003,1203.18
2/21/2003,1219.1
2/24/2003,1196.71
2/25/2003,1205.32
2/26/2003,1189.98
2/27/2003,1204.11
2/28/2003,1209.71
3/3/2003,1200.6
3/4/2003,1182.17
3/5/2003,1193.87
3/6/2003,1182.82
3/7/2003,1192.61
3/10/2003,1161.85
3/11/2003,1152.15
3/12/2003,1157.61
3/13/2003,1197.56
3/14/2003,1199.55
3/17/2003,1242.09
3/18/2003,1247.39
3/19/2003,1258.37
3/20/2003,1260.76
3/24/2003,1244.31
3/25/2003,1259.44
3/26/2003,1252.59
3/27/2003,1250.71
3/28/2003,1243.51
3/31/2003,1221.46
4/1/2003,1236.3
4/2/2003,1268.82
4/3/2003,1262.43
4/4/2003,1265.9
4/7/2003,1267.48
4/8/2003,1265.57
4/9/2003,1247.99
4/10/2003,1256.04
4/11/2003,1251.4
4/14/2003,1275.82
4/15/2003,1283.96
4/16/2003,1268.28
4/17/2003,1287.99
4/21/2003,1285.72
4/22/2003,1313.63
4/23/2003,1324.68
4/24/2003,1313.75
4/25/2003,1295.57
4/28/2003,1318.85
4/30/2003,1322.07
5/1/2003,1321.39
5/2/2003,1341.28
5/6/2003,1347.54
5/7/2003,1340.87
5/8/2003,1327.42
5/9/2003,1346.68
5/12/2003,1363.61
5/13/2003,1359.74
5/14/2003,1355.76
5/15/2003,1366.58
5/16/2003,1363.32
5/19/2003,1329.38
5/20/2003,1327.87
5/21/2003,1333.33
5/22/2003,1345.53
5/23/2003,1347.49
5/27/2003,1373.86
5/28/2003,1376.57
5/29/2003,1371.51
5/30/2003,1391.72
6/2/2003,1396.7
6/3/2003,1403.29
6/4/2003,1424.9
6/5/2003,1430.63
6/6/2003,1427.27
6/9/2003,1410.21
6/10/2003,1423.11
6/11/2003,1441.86
6/12/2003,1443.41
6/13/2003,1429.11
6/16/2003,1461.15
6/17/2003,1462.48
6/18/2003,1460.32
6/19/2003,1438.09
6/20/2003,1439.54
6/23/2003,1419.24
6/24/2003,1421.86
6/25/2003,1410.09
6/26/2003,1425.82
6/27/2003,1411.96
6/30/2003,1409.48
7/1/2003,1421.03
7/2/2003,1437.61
7/3/2003,1425.96
7/7/2003,1453.07
7/8/2003,1458.51
7/9/2003,1450.51
7/10/2003,1430.96
7/11/2003,1444.7
7/14/2003,1453
7/15/2003,1448.02
7/16/2003,1438.85
7/17/2003,1421.11
7/18/2003,1437.88
7/22/2003,1430.35
7/23/2003,1431.1
7/24/2003,1420.95
7/25/2003,1445.7
7/28/2003,1442.58
7/29/2003,1432.31
7/30/2003,1429.9
7/31/2003,1434.33
8/1/2003,1419.64
8/4/2003,1423.51
8/5/2003,1398.42
8/6/2003,1401.01
8/7/2003,1411.26
8/8/2003,1416.3
8/11/2003,1421.01
8/12/2003,1435.17
8/13/2003,1426.55
8/14/2003,1435.95
8/15/2003,1436.43
8/18/2003,1449.65
8/19/2003,1453.45
8/20/2003,1450.6
8/21/2003,1454.98
8/22/2003,1440.16
8/25/2003,1441.11
8/26/2003,1445.5
8/27/2003,1445.84
8/28/2003,1454.7
8/29/2003,1462.3
9/2/2003,1482.61
9/3/2003,1489.25
9/4/2003,1491.77
9/5/2003,1482.24
9/8/2003,1497.22
9/9/2003,1484.93
9/10/2003,1467.29
9/11/2003,1475.71
9/12/2003,1478.93
9/16/2003,1494.5
9/17/2003,1489.69
9/18/2003,1509.47
9/19/2003,1504.74
9/22/2003,1485.16
9/24/2003,1465.66
9/25/2003,1457.09
9/26/2003,1448.03
9/29/2003,1462.2
9/30/2003,1446.77
10/1/2003,1479.23
10/2/2003,1482.36
10/3/2003,1496.32
10/6/2003,1502.86
10/7/2003,1510.05
10/8/2003,1502.65
10/9/2003,1509.86
10/10/2003,1509
10/14/2003,1525.6
10/15/2003,1521.95
10/16/2003,1526.8
10/17/2003,1511.18
10/20/2003,1518.97
10/21/2003,1520.93
10/22/2003,1498.28
10/23/2003,1503.26
10/24/2003,1496.19
10/27/2003,1499.43
10/28/2003,1522.21
10/29/2003,1524.41
10/30/2003,1523.12
10/31/2003,1528.62
11/4/2003,1532.34
11/5/2003,1530.54
11/6/2003,1539.75
11/7/2003,1533.02
11/10/2003,1524.26
11/11/2003,1523.47
11/12/2003,1541.49
11/13/2003,1541.3
11/14/2003,1529.83
11/17/2003,1520.07
11/18/2003,1506.32
11/19/2003,1518.51
11/20/2003,1505.76
11/21/2003,1508.21
11/25/2003,1535.49
11/26/2003,1542.39
11/28/2003,1542.07
12/1/2003,1559.5
12/2/2003,1554.41
12/3/2003,1552.09
12/4/2003,1559.47
12/5/2003,1547.51
12/8/2003,1558.96
12/9/2003,1545.68
12/10/2003,1544.31
12/11/2003,1562.23
12/12/2003,1566.5
12/15/2003,1557.66
12/16/2003,1568.02
12/17/2003,1570.15
12/18/2003,1588.9
12/19/2003,1588.19
12/22/2003,1594.43
12/24/2003,1596.05
12/26/2003,1598.74
12/29/2003,1619.16
12/30/2003,1619.59
1/5/2004,1638.1
1/6/2004,1640.3
1/7/2004,1644.6
1/8/2004,1652.83
1/9/2004,1638.13
1/13/2004,1637.33
1/14/2004,1650.96
1/15/2004,1653.2
1/16/2004,1664.57
1/20/2004,1663.02
1/21/2004,1676.07
1/22/2004,1670.73
1/23/2004,1667.26
1/26/2004,1687.44
1/27/2004,1670.9
1/28/2004,1648.43
1/29/2004,1657.09
1/30/2004,1652.72
2/2/2004,1658.79
2/3/2004,1659.92
2/4/2004,1646.29
2/5/2004,1649.35
2/6/2004,1670.14
2/9/2004,1666.16
2/10/2004,1674.55
2/12/2004,1684.92
2/13/2004,1675.86
2/17/2004,1692.22
2/18/2004,1684.89
2/19/2004,1678.01
2/20/2004,1673.71
2/23/2004,1669.2
2/24/2004,1666.42
2/25/2004,1673.34
2/26/2004,1675.63
2/27/2004,1675.7
3/1/2004,1691.9
3/2/2004,1681.88
3/3/2004,1685.17
3/4/2004,1690.83
3/5/2004,1693.76
3/8/2004,1679.74
3/9/2004,1670.07
3/10/2004,1645.79
3/11/2004,1621.21
3/12/2004,1641.42
3/15/2004,1617.91
3/16/2004,1627.03
3/17/2004,1646.29
3/18/2004,1644.21
3/19/2004,1625.84
3/22/2004,1604.8
3/23/2004,1602.67
3/24/2004,1598.85
3/25/2004,1625.01
3/26/2004,1623.36
3/29/2004,1644.75
3/30/2004,1651.43
3/31/2004,1650.42
4/1/2004,1659.16
4/2/2004,1673.4
4/5/2004,1686.24
4/6/2004,1683.23
4/7/2004,1672.14
4/8/2004,1670.36
4/12/2004,1679.02
4/13/2004,1655.99
4/14/2004,1654.17
4/15/2004,1655.15
4/16/2004,1663.62
4/19/2004,1665.39
4/20/2004,1639.49
4/21/2004,1648.31
4/22/2004,1671.63
4/23/2004,1672.62
4/26/2004,1665.19
4/27/2004,1668.98
4/28/2004,1646.19
4/30/2004,1624.51
5/6/2004,1634.75
5/7/2004,1612.31
5/10/2004,1595.38
5/11/2004,1607.94
5/12/2004,1611.15
5/13/2004,1610.05
5/14/2004,1609.12
5/17/2004,1592.23
5/18/2004,1603.14
5/19/2004,1599.29
5/20/2004,1600.06
5/21/2004,1606.49
5/24/2004,1609.22
5/25/2004,1635.14
5/26/2004,1638.16
5/27/2004,1647.65
5/28/2004,1646.8
6/1/2004,1647.57
6/2/2004,1653.66
6/3/2004,1641.43
6/4/2004,1650.07
6/7/2004,1676.48
6/8/2004,1679.21
6/9/2004,1663.38
6/10/2004,1671.01
6/14/2004,1655
6/15/2004,1664.92
6/16/2004,1667.23
6/17/2004,1665.02
6/18/2004,1669.39
6/21/2004,1662.46
6/22/2004,1668.54
6/23/2004,1682.75
6/24/2004,1678.07
6/25/2004,1668.93
6/28/2004,1667.61
6/29/2004,1671.84
6/30/2004,1678.83
7/1/2004,1661.45
7/2/2004,1656.25
7/6/2004,1642.76
7/7/2004,1646.28
7/8/2004,1632.81
7/9/2004,1638.34
7/12/2004,1640.65
7/13/2004,1641.89
7/14/2004,1636.62
7/15/2004,1629.58
7/16/2004,1621.8
7/20/2004,1632.52
7/21/2004,1610.88
7/22/2004,1615.27
7/23/2004,1599.62
7/26/2004,1596.48
7/27/2004,1612.33
7/28/2004,1613.5
7/29/2004,1621.35
7/30/2004,1623.26
8/2/2004,1630.48
8/3/2004,1620.28
8/4/2004,1619
8/5/2004,1592.64
8/6/2004,1568.07
8/9/2004,1569.96
8/10/2004,1590.35
8/11/2004,1586.43
8/12/2004,1567.95
8/13/2004,1570.44
8/16/2004,1591.94
8/17/2004,1595.57
8/18/2004,1615.72
8/19/2004,1609.97
8/20/2004,1620.47
8/23/2004,1616.68
8/24/2004,1617.46
8/25/2004,1630.48
8/26/2004,1630.68
8/27/2004,1634.83
8/30/2004,1622.28
8/31/2004,1629.83
9/1/2004,1632.82
9/2/2004,1651.14
9/3/2004,1644.25
9/7/2004,1655.65
9/8/2004,1648.52
9/9/2004,1651.65
9/10/2004,1659.84
9/13/2004,1663.1
9/14/2004,1666.82
9/15/2004,1655.1
9/16/2004,1659.78
9/17/2004,1667.25
9/21/2004,1668.39
9/22/2004,1645.17
9/24/2004,1640.4
9/27/2004,1630.67
9/28/2004,1640.62
9/29/2004,1647.79
9/30/2004,1647.48
10/1/2004,1672.49
10/4/2004,1678.1
10/5/2004,1677.09
10/6/2004,1688.83
10/7/2004,1672.08
10/8/2004,1659.51
10/12/2004,1659.07
10/13/2004,1647.13
10/14/2004,1631.81
10/15/2004,1639.08
10/18/2004,1647.69
10/19/2004,1631.74
10/20/2004,1632.49
10/21/2004,1636.76
10/22/2004,1620.85
10/25/2004,1619.48
10/26/2004,1643.57
10/27/2004,1665.01
10/28/2004,1668.55
10/29/2004,1672.65
11/1/2004,1673.1
11/2/2004,1673.16
11/4/2004,1719.64
11/5/2004,1726.34
11/8/2004,1724.59
11/9/2004,1724.08
11/10/2004,1722.67
11/11/2004,1738.32
11/12/2004,1754.33
11/15/2004,1753.99
11/16/2004,1741.72
11/17/2004,1751.57
11/18/2004,1753.97
11/19/2004,1734.45
11/22/2004,1744.71
11/24/2004,1751.55
11/26/2004,1753.09
11/29/2004,1747.34
11/30/2004,1740.33
